Fecha,Año,Mes,FamiliaGerencia,Producto,Total USD,Total TM,PPP
2014-11-01,2014,11,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,49197.00,46.72,"1,053.02"
2014-11-01,2014,11,CAMARON,C-MAX 25% CREC 1.8,8274.93,12.25,675.67
2014-11-01,2014,11,CAMARON,C-MAX 25% FINA 1.,215778.11,259.91,830.21
2014-11-01,2014,11,CAMARON,C-MAX 25% FINA 1. 45.,57675.20,79.83,722.45
2014-11-01,2014,11,CAMARON,C-MAX 25% FINA 1. PME ACIDOMIX,4951.55,7.35,673.84
2014-11-01,2014,11,CAMARON,C-MAX 30% CREC 1.8,398940.11,463.12,861.42
2014-11-01,2014,11,CAMARON,C-MAX 30% CREC 2,1090805.52,"1,324.36",823.65
2014-11-01,2014,11,CAMARON,C-MAX 35% CREC 1.2,120705.00,116.12,"1,039.49"
2014-11-01,2014,11,CAMARON,C-MAX 35% CREC 1.8,200946.38,215.18,933.83
2014-11-01,2014,11,CAMARON,C-MAX 35% FINA 1.,129881.56,141.2,919.82
2014-11-01,2014,11,CAMARON,C-MAX GRAIN PELLET 45.40 KL,5074.30,9.98,508.5
2014-11-01,2014,11,CAMARON,C-MAX MAX 25% FINA 1.,20640.00,45.36,455.03
2014-11-01,2014,11,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,25927.70,50.12,517.29
2014-11-01,2014,11,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,23595.85,44.63,528.66
2014-11-01,2014,11,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,23755.35,41.64,570.5
2014-11-01,2014,11,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,87562.05,155.17,564.28
2014-11-01,2014,11,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,22518.26,39.15,575.25
2014-11-01,2014,11,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,175737.33,308.9,568.92
2014-11-01,2014,11,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,2876.96,7.26,396.41
2014-11-01,2014,11,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,53660.49,96.39,556.71
2014-11-01,2014,11,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,30279.24,56.52,535.75
2014-11-01,2014,11,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,361822.93,649.32,557.24
2014-11-01,2014,11,POLLO,REPRODUC COBB 15 CAO GH,3679.72,8.35,440.56
2014-11-01,2014,11,MASCOTAS,ALIMENTO P/PERRO ADULTO 100 LBS.,3100.00,4.54,683.43
2014-11-01,2014,11,MASCOTAS,ARECANA ADULTO FARDO 5 BOLSAS 25 LBS.,328.73,0.45,724.73
2014-11-01,2014,11,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,2303.52,2.81,819.09
2014-11-01,2014,11,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,682.42,0.86,791.83
2014-11-01,2014,11,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,133050.79,222.53,597.89
2014-11-01,2014,11,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,9758.74,11.11,878.14
2014-11-01,2014,11,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,885.41,0.98,903.7
2014-11-01,2014,11,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,50982.25,76.75,664.28
2014-11-01,2014,11,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,3254.70,3.78,861.93
2014-11-01,2014,11,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,11647.65,16.47,707.4
2014-11-01,2014,11,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,99268.52,168.42,589.41
2014-11-01,2014,11,MASCOTAS,GRAND SABUESO PR 22.70 KL,21450.00,37.42,573.2
2014-11-01,2014,11,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,960.91,1.2,799.11
2014-11-01,2014,11,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,7873.01,9.49,829.78
2014-11-01,2014,11,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,48910.91,76.07,642.99
2014-11-01,2014,11,MASCOTAS,SMARTCAN CACHORRO 38 LBS,17858.00,24.03,743.22
2014-11-01,2014,11,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,53097.15,69.63,762.6
2014-11-01,2014,11,PECES,TILAPIA MAX 28%,8616.03,13.43,641.73
2014-11-01,2014,11,PECES,TILAPIA MAX 28% 6-8M EN SACOS 45.40 KL,5438.31,7.89,689.05
2014-11-01,2014,11,PECES,TILAPIA MAX 32% 4 MM EN SACOS 45.40 KL,772.50,1,774.12
2014-11-01,2014,11,PECES,TILAPIA MAX 32% 45.40 KL,145983.01,192.87,756.91
2014-11-01,2014,11,PECES,TILAPIA MAX 32% 6 MM EN SACOS 45.40 KL,3062.49,4.08,750.18
2014-11-01,2014,11,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,2566.46,3.13,820.01
2014-11-01,2014,11,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,58475.79,62.51,935.54
2014-11-01,2014,11,GALLINA,ARECA PRIMIUM CRIA 1 HARINA EN SACOS 45.40 KL,1330.61,2.45,543.24
2014-11-01,2014,11,GALLINA,ARECA PRIMIUM CRIA 2 HARINA EN SACOS 45.40 KL,719.70,1.36,528.89
2014-11-01,2014,11,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,3172.27,6.4,496
2014-11-01,2014,11,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,75057.67,165.43,453.73
2014-11-01,2014,11,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,12641.58,25.27,500.36
2014-11-01,2014,11,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,15186.09,35.38,429.23
2014-11-01,2014,11,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,20161.61,38.78,519.87
2014-12-01,2014,12,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,4922.00,4.54,"1,085.11"
2014-12-01,2014,12,CAMARON,C-MAX 25% CREC 1.8,456.97,0.68,671.63
2014-12-01,2014,12,CAMARON,C-MAX 25% FINA 1.,133337.60,159.66,835.11
2014-12-01,2014,12,CAMARON,C-MAX 25% FINA 1. 45.,29136.80,39.92,729.95
2014-12-01,2014,12,CAMARON,C-MAX 30% CREC 1.8,148073.20,172.37,859.07
2014-12-01,2014,12,CAMARON,C-MAX 30% CREC 2,482235.65,569.94,846.12
2014-12-01,2014,12,CAMARON,C-MAX 30% FINA 1.,19160.00,22.68,844.81
2014-12-01,2014,12,CAMARON,C-MAX 35% CREC 1.2,231361.20,219.54,"1,053.85"
2014-12-01,2014,12,CAMARON,C-MAX 35% CREC 1.8,204611.96,219.54,932.01
2014-12-01,2014,12,CAMARON,C-MAX 35% FINA 1.,3939.02,4.99,789.46
2014-12-01,2014,12,CAMARON,C-MAX 35% INIC 1,78232.00,79.83,979.95
2014-12-01,2014,12,CAMARON,C-MAX 40% 500-1200 MICRONES,14269.20,9.98,"1,429.92"
2014-12-01,2014,12,CAMARON,C-MAX 40% CREC 1.2,13772.00,9.98,"1,380.09"
2014-12-01,2014,12,CAMARON,C-MAX MAX 25% FINA 1.,41280.00,90.72,455.03
2014-12-01,2014,12,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,65889.93,128.78,511.67
2014-12-01,2014,12,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,25801.23,48.99,526.68
2014-12-01,2014,12,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,22764.40,40.01,569.01
2014-12-01,2014,12,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,82879.31,147.46,562.03
2014-12-01,2014,12,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,21055.24,36.65,574.49
2014-12-01,2014,12,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,220580.63,389.91,565.72
2014-12-01,2014,12,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,2202.24,5.72,385.33
2014-12-01,2014,12,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,57297.04,102.74,557.7
2014-12-01,2014,12,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,24768.89,45,550.46
2014-12-01,2014,12,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,384546.62,690.78,556.69
2014-12-01,2014,12,MASCOTAS,ARECANA ADULTO FARDO 5 BOLSAS 25 LBS.,1310.24,1.81,722.15
2014-12-01,2014,12,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,1556.24,1.91,816.88
2014-12-01,2014,12,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,537.95,0.68,790.65
2014-12-01,2014,12,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,148877.92,247.84,600.69
2014-12-01,2014,12,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,8208.54,10.05,817.01
2014-12-01,2014,12,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,552.74,0.61,902.66
2014-12-01,2014,12,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,52247.65,81.65,639.92
2014-12-01,2014,12,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,1781.31,2.15,827.94
2014-12-01,2014,12,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,12636.25,17.92,705.27
2014-12-01,2014,12,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,82212.55,149.28,550.74
2014-12-01,2014,12,MASCOTAS,GRAND SABUESO PR 22.70 KL,20020.00,34.93,573.2
2014-12-01,2014,12,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,317.95,0.4,800.54
2014-12-01,2014,12,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,6778.11,8.3,816.98
2014-12-01,2014,12,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,23759.65,38.44,618.06
2014-12-01,2014,12,MASCOTAS,SMARTCAN CACHORRO 38 LBS,29081.87,37.85,768.32
2014-12-01,2014,12,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,78839.91,101.49,776.81
2014-12-01,2014,12,PECES,TILAPIA MAX 28%,10430.43,15.83,658.89
2014-12-01,2014,12,PECES,TILAPIA MAX 28% 6-8M EN SACOS 45.40 KL,416.50,0.64,655.87
2014-12-01,2014,12,PECES,TILAPIA MAX 32% 4 MM EN SACOS 45.40 KL,280.16,0.36,772.06
2014-12-01,2014,12,PECES,TILAPIA MAX 32% 45.40 KL,167788.12,224.89,746.09
2014-12-01,2014,12,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,13657.02,16.78,813.74
2014-12-01,2014,12,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,30871.68,33.16,931.06
2014-12-01,2014,12,GALLINA,ARECA PRIMIUM CRIA 2 HARINA EN SACOS 45.40 KL,2929.41,5.53,529.36
2014-12-01,2014,12,GALLINA,ARECA PRIMIUM CRIA 3 HARINA EN SACOS 45.40 KL,961.56,1.81,529.97
2014-12-01,2014,12,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,4101.14,9.21,445.39
2014-12-01,2014,12,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,82011.74,182.34,449.76
2014-12-01,2014,12,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,10310.56,20.91,493.08
2014-12-01,2014,12,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,31008.81,71.4,434.32
2014-12-01,2014,12,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,20024.00,38.37,521.81
2015-01-01,2015,1,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,22499.00,21.32,"1,055.36"
2015-01-01,2015,1,CAMARON,C-MAX 25% FINA 1.,61476.80,79.83,770.07
2015-01-01,2015,1,CAMARON,C-MAX 25% FINA 1. 45.,14568.40,19.96,729.95
2015-01-01,2015,1,CAMARON,C-MAX 28% FINA 1.,113876.40,139.71,815.11
2015-01-01,2015,1,CAMARON,C-MAX 30% CREC 1.8,242315.95,278.73,869.35
2015-01-01,2015,1,CAMARON,C-MAX 30% CREC 2,467603.32,533.65,876.23
2015-01-01,2015,1,CAMARON,C-MAX 30% CREC 2.0 MM SHT,92650.00,113.4,817.03
2015-01-01,2015,1,CAMARON,C-MAX 35% CREC 1.2,288140.91,280.37,"1,027.73"
2015-01-01,2015,1,CAMARON,C-MAX 35% CREC 1.2 MM AD,68640.00,64.86,"1,058.22"
2015-01-01,2015,1,CAMARON,C-MAX 35% CREC 1.2 MM P AD,335539.60,309.35,"1,084.66"
2015-01-01,2015,1,CAMARON,C-MAX 35% CREC 1.8,138789.69,149.87,926.09
2015-01-01,2015,1,CAMARON,C-MAX 35% CREC 1.8 MM AD,242871.20,259.46,936.08
2015-01-01,2015,1,CAMARON,C-MAX 35% FINA 1.,2856.12,3.63,787.08
2015-01-01,2015,1,CAMARON,C-MAX 35% GRANULAD 45.40 KL,39362.40,39.92,986.13
2015-01-01,2015,1,CAMARON,C-MAX 35% INIC 1,5688.10,4.99,"1,140.01"
2015-01-01,2015,1,CAMARON,C-MAX 35% INICMIX,35102.10,34.93,"1,005.02"
2015-01-01,2015,1,CAMARON,C-MAX 40% 500-1200 MICRONES,14322.00,9.98,"1,435.21"
2015-01-01,2015,1,CAMARON,C-MAX 40% CREC 1.2,13820.40,9.98,"1,384.94"
2015-01-01,2015,1,CAMARON,C-MAX 40% CREC1.2A,106497.60,79.83,"1,334.02"
2015-01-01,2015,1,CAMARON,C-MAX MAX 25% FINA 1.,61920.00,136.08,455.03
2015-01-01,2015,1,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,54435.58,113.17,481
2015-01-01,2015,1,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,24349.30,46.18,527.32
2015-01-01,2015,1,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,15445.69,27.76,556.4
2015-01-01,2015,1,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,81854.27,155.81,525.35
2015-01-01,2015,1,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,18028.69,32.84,548.98
2015-01-01,2015,1,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,208863.85,384.6,543.07
2015-01-01,2015,1,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,4086.37,10.61,385
2015-01-01,2015,1,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,55819.77,109.04,511.9
2015-01-01,2015,1,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,24012.66,44.41,540.74
2015-01-01,2015,1,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,278022.26,521.36,533.26
2015-01-01,2015,1,MASCOTAS,ALIMENTO P/PERRO ADULTO 100 LBS.,3720.00,5.44,683.43
2015-01-01,2015,1,MASCOTAS,ARECANA ADULTO 50 LBS,3876.90,5.67,683.77
2015-01-01,2015,1,MASCOTAS,ARECANA ADULTO FARDO 5 BOLSAS 25 LBS.,1321.26,1.84,719.23
2015-01-01,2015,1,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,1552.19,1.91,814.76
2015-01-01,2015,1,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,535.29,0.68,786.74
2015-01-01,2015,1,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,136308.30,224.89,606.11
2015-01-01,2015,1,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,10556.88,12.13,870.05
2015-01-01,2015,1,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,551.70,0.61,900.95
2015-01-01,2015,1,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,70047.31,100.92,694.06
2015-01-01,2015,1,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,4661.66,5.37,867.33
2015-01-01,2015,1,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,18879.87,28.51,662.26
2015-01-01,2015,1,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,107463.85,182.07,590.23
2015-01-01,2015,1,MASCOTAS,GRAND SABUESO PR 22.70 KL,41470.00,72.35,573.2
2015-01-01,2015,1,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,1266.98,1.52,831.46
2015-01-01,2015,1,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,9093.53,11.38,799.21
2015-01-01,2015,1,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,38047.32,59.94,634.73
2015-01-01,2015,1,MASCOTAS,SMARTCAN CACHORRO 38 LBS,23277.19,29.94,777.46
2015-01-01,2015,1,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,54233.21,69.31,782.48
2015-01-01,2015,1,PECES,TILAPIA MAX 28%,4455.58,6.8,654.86
2015-01-01,2015,1,PECES,TILAPIA MAX 32% 45.40 KL,202982.55,298.92,679.06
2015-01-01,2015,1,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,8062.38,9.98,807.93
2015-01-01,2015,1,PECES,TILAPIA MAX 38% 2 MM,39949.78,43.54,917.44
2015-01-01,2015,1,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,18668.30,20.05,931.14
2015-01-01,2015,1,PECES,TILAPIA MAX 38% EN SACOS 45.40 KL,2567.21,2.77,927.82
2015-01-01,2015,1,GALLINA,ARECA PRIMIUM CRIA 2 HARINA EN SACOS 45.40 KL,1707.19,3.22,530.1
2015-01-01,2015,1,GALLINA,ARECA PRIMIUM CRIA 3 HARINA EN SACOS 45.40 KL,1650.55,3.13,527.37
2015-01-01,2015,1,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,5004.27,12.47,401.18
2015-01-01,2015,1,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,62110.89,140.66,441.57
2015-01-01,2015,1,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,7041.00,14.51,485.09
2015-01-01,2015,1,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,38904.15,94.76,410.57
2015-01-01,2015,1,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,14631.32,27.9,524.5
2015-02-01,2015,2,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,81531.24,79.83,"1,021.28"
2015-02-01,2015,2,CAMARON,C-MAX 28% FINA 1.,70290.00,89.81,782.64
2015-02-01,2015,2,CAMARON,C-MAX 30% CREC 1.8,332138.70,379.66,874.84
2015-02-01,2015,2,CAMARON,C-MAX 30% CREC 2,578191.33,668.46,864.96
2015-02-01,2015,2,CAMARON,C-MAX 35% CREC 1.2,226961.37,216.77,"1,047.00"
2015-02-01,2015,2,CAMARON,C-MAX 35% CREC 1.2 MM AD,21120.00,19.96,"1,058.22"
2015-02-01,2015,2,CAMARON,C-MAX 35% CREC 1.2 MM P AD,366612.40,339.29,"1,080.54"
2015-02-01,2015,2,CAMARON,C-MAX 35% CREC 1.8,681039.19,728.56,934.77
2015-02-01,2015,2,CAMARON,C-MAX 35% CREC 1.8 MM AD,392330.40,419.12,936.08
2015-02-01,2015,2,CAMARON,C-MAX 35% FINA 1.,33521.27,36.65,914.62
2015-02-01,2015,2,CAMARON,C-MAX 35% FINA 1.P SHT,37523.20,39.92,940.05
2015-02-01,2015,2,CAMARON,C-MAX 35% GRANULAD 45.40 KL,157449.60,159.66,986.13
2015-02-01,2015,2,CAMARON,C-MAX 35% INIC 1,28234.30,26.31,"1,073.21"
2015-02-01,2015,2,CAMARON,C-MAX 35% INICMIX,16839.90,14.97,"1,125.02"
2015-02-01,2015,2,CAMARON,C-MAX 40% 500-1200 MICRONES,33559.98,24.95,"1,345.22"
2015-02-01,2015,2,CAMARON,C-MAX 40% LARVAL 1,12973.40,9.98,"1,300.06"
2015-02-01,2015,2,CAMARON,C-MAX GRAIN PELLET 45.40 KL,11944.56,23.59,506.41
2015-02-01,2015,2,CAMARON,C-MAX MAX 25% FINA 1.,51756.40,110.68,467.64
2015-02-01,2015,2,POLLO,ALIMENTO PLUS P FASE 2 S/PIGMEN SH 45.40 KL,39431.01,77.34,509.86
2015-02-01,2015,2,POLLO,ARECA AZ FASE 2 HARINA EN SACOS 45.40 KL,15744.14,29.85,527.51
2015-02-01,2015,2,POLLO,ARECA PR FASE 1 HARINA EN SACOS 45.40 KL,20401.82,36.24,562.93
2015-02-01,2015,2,POLLO,ARECA PR FASE 1 PELLET EN SACOS 45.40 KL,94166.73,168.74,558.07
2015-02-01,2015,2,POLLO,ARECA PR FASE 2 HARINA EN SACOS 45.40 KL,9914.09,17.74,559
2015-02-01,2015,2,POLLO,ARECA PR FASE 2 PELLET EN SACOS 45.40 KL,188221.34,337.47,557.74
2015-02-01,2015,2,POLLO,D/PATIO FASE 2 HARINA EN SACOS 45.40 KL,3770.49,9.8,384.84
2015-02-01,2015,2,POLLO,FASE PLUS 2 GRANULAD 45.40 KL,45510.64,81.74,556.79
2015-02-01,2015,2,POLLO,PREMIUM FASE 1 PLUS SPG EN SACOS 45.40 KL,18643.82,34.52,540.11
2015-02-01,2015,2,POLLO,PREMIUM FASE II PLUS SH EN SACOS 45.40 KL,313152.30,571.62,547.84
2015-02-01,2015,2,MASCOTAS,ALIMENTO P/PERRO ADULTO 100 LBS.,2480.00,3.63,683.43
2015-02-01,2015,2,MASCOTAS,ARECANA ADULTO 50 LBS,3973.86,5.81,684.44
2015-02-01,2015,2,MASCOTAS,ARECANA ADULTO H.PAIZ EN BOLSA 5 LBS,1553.50,1.91,815.45
2015-02-01,2015,2,MASCOTAS,ARECANA ADULTO H.PAIZ EN SACOS 50 LBS,536.37,0.68,788.32
2015-02-01,2015,2,MASCOTAS,ARECANA ADULTO HUESITO EN SACOS 45.40 KL,134516.00,208.06,646.52
2015-02-01,2015,2,MASCOTAS,ARECANA CACHORRO 2 COLORES EN SACOS 50 LBS,10493.19,12.7,826.2
2015-02-01,2015,2,MASCOTAS,ARECANA CACHORRO H.PAIZ EN BOLSA 45 LBS.,734.74,0.82,899.91
2015-02-01,2015,2,MASCOTAS,ARECANA EN SACOS 50 LBS,10200.00,19.28,529.11
2015-02-01,2015,2,MASCOTAS,ARECANA PLUS ADULTO 100.00 LBS./ 45.40 KGS.,70600.93,102.06,691.77
2015-02-01,2015,2,MASCOTAS,ARECANA PLUS ADULTO 4.40 LBS./ 2.00 KGS.,3778.45,4.38,862.11
2015-02-01,2015,2,MASCOTAS,ARECANA PLUS ADULTO 50.00 LBS./ 22.70 KGS.,12386.38,18.39,673.42
2015-02-01,2015,2,MASCOTAS,GRAND SABUESO EN BOLSA 45.40KGS,107502.36,190.46,564.42
2015-02-01,2015,2,MASCOTAS,GRAND SABUESO PR 22.70 KL,31460.00,54.88,573.2
2015-02-01,2015,2,MASCOTAS,SABUESO ADULTO 2.20 LBS./ 1.00 KGS.,894.21,1.07,838.25
2015-02-01,2015,2,MASCOTAS,SABUESO ADULTO 4.40 LBS./ 2.00 KGS.,8454.84,10.81,782.47
2015-02-01,2015,2,MASCOTAS,SABUESO ADULTO 50 LBS./ 22.70 KGS.,37597.79,59.4,632.98
2015-02-01,2015,2,MASCOTAS,SMARTCAN CACHORRO 38 LBS,24738.20,31.82,777.48
2015-02-01,2015,2,MASCOTAS,SMARTCAN P/PERRO ADULTO 50 LBS,57340.60,73.3,782.27
2015-02-01,2015,2,PECES,TILAPIA MAX 28%,49722.59,73.26,678.76
2015-02-01,2015,2,PECES,TILAPIA MAX 32% 45.40 KL,163497.35,222.76,733.96
2015-02-01,2015,2,PECES,TILAPIA MAX 36% 4 MM 45.40 KL,10852.36,13.38,811.03
2015-02-01,2015,2,PECES,TILAPIA MAX 38% 2 MM,44735.11,50.53,885.31
2015-02-01,2015,2,PECES,TILAPIA MAX 38% 2 MM VITAMI.C EN SACOS 45.40 KL,301.86,0.32,950.69
2015-02-01,2015,2,PECES,TILAPIA MAX 38% EN SACOS 45.40 KL,1920.91,2.04,941.08
2015-02-01,2015,2,GALLINA,ARECA PRIMIUM CRIA 1 HARINA EN SACOS 45.40 KL,2176.69,4.72,461.42
2015-02-01,2015,2,GALLINA,ARECA PRIMIUM IMPULSOR HARINA EN SACOS 45.40 KL,3183.80,8.57,371.38
2015-02-01,2015,2,GALLINA,ARECA PRIMIUM POST 1 HARINA EN SACOS 45.40 KL,70431.46,154.99,454.42
2015-02-01,2015,2,GALLINA,ARECA PRIMIUM POST 2 HARINA EN SACOS 45.40 KL,6073.08,12.43,488.64
2015-02-01,2015,2,GALLINA,IMPULSOR POSTURA PLUS EN SACOS 45.40 KL,27862.70,63.59,438.14
2015-02-01,2015,2,GALLINA,LEVANTE DE POLLITA SG 45.40 KL,11745.01,22.32,526.29
2015-03-01,2015,3,CAMARON,CAMARON MAX 35% PREMIUM 500-1200 45.40 KL,26293.40,25.85,"1,016.96"
2015-03-01,2015,3,CAMARON,C-MAX 25% CREC 1.8,46398.00,59.87,774.92
2015-03-01,2015,3,CAMARON,C-MAX 25% FINA 1.,17575.00,22.68,774.92
2015-03-01,2015,3,CAMARON,C-MAX 25% FINA 1. 45.,29136.80,39.92,729.95
2015-03-01,2015,3,CAMARON,C-MAX 25% FINA 1. PME ACIDOMIX,38650.36,64.41,600.07
2015-03-01,2015,3,CAMARON,C-MAX 28% CREC 1.8,61116.00,79.83,765.55
2015-03-01,2015,3,CAMARON,C-MAX 28% FINA 1.,188830.40,239.5,788.45
2015-03-01,2015,3,CAMARON,C-MAX 30% 1.8 MM PME ACIDOMIX,12306.18,18.14,678.26
2015-03-01,2015,3,CAMARON,C-MAX 30% CREC 1.8,271963.00,302.09,900.26
2015-03-01,2015,3,CAMARON,C-MAX 30% CREC 1.8 SHT,16544.00,19.96,828.94
2015-03-01,2015,3,CAMARON,C-MAX 30% CREC 2,1150972.75,"1,405.50",818.9
2015-03-01,2015,3,CAMARON,C-MAX 30% CREC 2.0 MM SHT,113810.00,136.08,836.36
2015-03-01,2015,3,CAMARON,C-MAX 30% FINA 1. SHT,33012.93,39.92,827.06
2015-03-01,2015,3,CAMARON,C-MAX 35% CREC 1.2,129600.57,126.87,"1,021.52"
2015-03-01,2015,3,CAMARON,C-MAX 35% CREC 1.8,261402.21,283,923.69
2015-03-01,2015,3,CAMARON,C-MAX 35% CREC 1.8 AD,131521.20,149.69,878.65
2015-03-01,2015,3,CAMARON,C-MAX 35% CREC 1.8 MED. AD,65302.34,74.48,876.78
2015-03-01,2015,3,CAMARON,C-MAX 35% CREC 1.8 MM AD,354795.83,379.2,935.63
2015-03-01,2015,3,CAMARON,C-MAX 35% FINA 1.,45173.96,49.44,913.68
